z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,StationID
-0.174943,0.07684046,-0.20365684,0.12520082,0.085366495,0.40786913,0.15697813,-0.19725005,-0.20209797,-0.10770781,0.05995962,0.17006333,0.028274357,0.003828507,-0.040870696,0.13730657,0.23705857,-0.1887404,0.833796,0.21624069,-0.021916471,0.019922838,-0.17844212,-1.6837797,-0.32902193,0.04882463,0.08357425,0.0625909,-2.3035243,-0.12601826,0.21322557,0.038391884,-0.13510077,-0.13931113,0.21780051,-0.023330346,-0.3250008,-0.113876194,-0.59202266,0.2200058,0.17432758,0.43331227,0.2117718,0.32230145,0.008165911,-0.0020839819,-0.13820925,-0.12635465,0.09825733,0.15158424,-0.20719075,0.08208286,-0.18864456,-0.31223106,0.10815676,-0.21378288,0.31553748,0.20072675,-0.16780758,0.2171219,0.11986513,-0.12493866,0.11706845,0.222819,205
0.03517302,-0.054877244,-0.0069584176,-0.007126581,-0.054447062,-0.06578158,0.07489999,-0.056485444,-0.018716788,0.12296958,0.0497282,0.08209522,0.07409829,-0.04595415,-0.09164597,-0.017957885,-0.006351348,-0.027600601,-0.31334624,-0.06337856,-0.10719239,0.095033064,0.03176362,1.773255,-0.07971289,0.045493573,0.08864148,-0.0456566,-2.108061,-0.06244304,0.040759552,0.06565054,-0.11069441,0.11615664,0.09694648,-0.31723136,-0.6644227,-0.10137455,0.04357688,0.11629584,0.15379581,-0.13808717,-0.04244926,0.16971473,0.09599784,-0.088070385,-0.23761615,-0.078706,0.19100715,-0.12497363,0.074787736,0.013804249,-0.20616902,0.03979194,-0.014796661,0.041873097,-0.15810962,0.16767155,-0.21449855,0.021183364,-0.16541167,0.016903915,0.043947615,0.0487103,206
0.098922305,-0.23057161,0.2566428,-0.12086338,-0.0029790103,0.2135899,-0.14822294,0.10184276,0.1503009,0.10169219,0.032315962,-0.088283814,0.058500126,0.08325434,0.30910215,-0.027802385,-0.52172595,0.41981125,0.24360742,-0.18218605,0.054245345,-0.061994493,0.1316478,-0.32554692,-0.012468299,-0.23796606,0.01600207,0.05262637,-1.584853,0.1842586,-0.28196123,0.11216141,0.16448098,-0.028434113,-0.16283181,0.47716644,1.3533481,0.20382813,0.54833484,-0.0999436,-0.356795,0.43998846,-0.06359293,-0.049206614,-0.046711355,-0.21524085,0.12017578,0.2638239,-0.015215045,0.2197591,-0.0091725215,0.020771563,0.21640022,0.21397074,-0.077488355,0.1595254,-0.2683277,-0.21051377,0.3652398,-0.063631505,-0.15098429,0.031247996,-0.24567652,-0.5350666,207
-0.05390107,0.044536754,0.057527706,0.11909655,0.052813426,-0.062563404,0.013562262,0.011254355,0.00015274202,-0.013694413,0.027127156,0.0044185817,-0.08230974,-0.043892834,-0.09914945,-0.035318352,0.09405176,-0.20221063,-0.12568268,0.042783014,-0.018405654,0.037081286,-0.032897573,0.47014767,0.020004721,0.04939267,-0.0759674,-0.08718707,-2.6419706,0.022211218,0.06349662,-0.0987964,0.015550401,-0.00029702485,-0.01675231,0.024219215,-0.40735063,-0.062463887,-0.08730286,0.0780351,0.103402235,0.2658009,-0.03730058,-0.12385862,0.01308988,0.035795007,0.04044524,-0.0034585558,-0.03863508,-0.10292356,0.005437635,-0.09633044,-0.08322866,-0.0578696,-0.045127366,-0.01011648,0.100928694,-0.047631856,-0.017509036,-0.046593383,-0.0009380672,0.02985844,0.10014275,0.18837076,208
-0.0024944097,0.017816788,0.020888463,-0.002777379,-0.047693938,-0.021767687,0.017396957,-0.005627781,-0.07568809,0.012796134,-0.026183186,-0.008368641,0.0020105876,0.0076596327,-0.011514112,0.0339522,-0.0032434426,0.04080359,0.104709476,0.034822986,0.0004548505,-0.00036666542,-0.06441588,-1.0121176,-0.046999834,0.009863898,0.036607813,0.038578287,0.5800401,0.01149925,-0.018192943,0.02292135,-0.044325158,-0.011263669,-0.0033515906,0.08561598,-0.037265927,-0.005747862,-0.03747984,-0.009326808,0.041112013,0.06108775,-0.03791637,0.040950105,0.010521643,-0.055873007,0.00018293783,-0.05254792,0.03554825,0.049745835,-0.02225056,0.036759533,-0.0059119016,0.008549444,-0.006897683,-0.020894088,0.02686333,0.018096853,-0.017592318,0.03376811,-0.0567564,-0.022235863,0.026576653,0.03480803,301
-0.02669207,-0.0080941785,0.012749344,0.033820745,-0.03809853,-0.016963594,0.04116705,0.0035449266,-0.09300312,-0.007937089,-0.0074578654,-0.043709986,0.049174696,-0.014792461,-0.021534733,-0.008646831,0.0037549175,0.013861492,0.082415536,0.058902524,-0.07121997,-0.017666794,-0.03050252,-0.91267145,-0.05507739,0.017741509,-0.0014364012,0.0030823573,0.3926799,-0.002519345,0.06250265,0.06681797,-0.058872,0.013489351,-0.016159348,0.10988485,-0.09397584,0.017867632,-0.038633518,0.010754056,0.11082842,0.040749602,-0.028417883,-0.0021878332,0.068876766,-0.021842951,-0.061417982,-0.070656404,0.060040493,0.04468467,-0.018277511,0.036712773,-0.0302943,0.02767311,-0.038379837,-0.023759034,0.028419852,0.049149908,-0.052931048,0.033771813,-0.01814344,-0.06323113,0.039262436,0.1006642,302
0.07160089,0.11048822,0.024239227,0.039977703,-0.07187669,0.018616218,-0.068009794,-0.052005664,0.0029999628,0.0021293685,-0.035803378,-0.0059257746,0.031925634,0.019670805,-0.023895517,0.01697085,0.033289347,-0.1169119,0.036570027,0.056217477,0.08080877,-0.027414083,-0.101667896,1.019319,-0.043159507,0.01994747,0.002101671,-0.011768818,1.791093,0.039492495,-0.08226876,-0.014310364,0.021054566,-0.09632918,-0.025747202,0.14747487,0.080003,0.04915417,-0.01282686,0.0060955496,-0.013716377,0.030155003,-0.0923724,-0.032871023,-1.3560057e-06,-0.011236133,0.04249309,-0.05582026,0.044488374,0.01049263,-0.024649195,0.00527709,-0.05249013,0.028869256,0.025362825,-0.024898708,0.05187735,0.06389539,-0.05573746,0.044939753,-0.04639259,0.02498196,0.06914646,-0.05799232,308
-0.01504913,0.015562063,0.01359725,0.031287674,-0.057885185,-0.0015617944,0.006517682,-0.017719224,-0.090256,0.010947794,-0.022062687,-0.039037123,0.037980787,-0.012388077,-0.015927814,0.013143308,0.03126261,0.044818215,0.12538926,0.08111243,-0.043090478,0.015340969,-0.040956803,-1.0798281,-0.07201301,-0.005156055,-0.0021549948,0.03948559,0.31979516,0.0059897844,0.030600194,0.06396194,-0.0696739,0.009126782,-0.0069936207,0.12163557,-0.027333543,0.010826565,-0.061055824,0.003387772,0.06963704,0.053404056,-0.024558319,0.026274353,0.051425472,-0.045941334,-0.052677017,-0.079281375,0.046924558,0.049521886,-0.029377658,0.040336706,-0.011251494,0.06510958,-0.02968526,-0.042320453,0.021497592,0.040225692,-0.051270656,0.047197796,-0.026858026,-0.055344008,0.039117485,0.05067787,309
-0.101472296,-0.010536859,0.009451255,0.0016897582,0.036075667,0.04549158,0.100575686,-0.013093956,-0.054007553,-0.0325453,0.008247351,-0.056347497,0.113517925,-0.05119134,-0.0015315562,-0.09229812,0.024080265,-0.00887581,-0.020989671,-0.022912368,-0.09923371,-0.0898639,0.12986702,1.7021841,0.0041434634,0.006675631,0.005363632,-0.017819092,1.2258285,0.010027284,-0.0065903477,0.020146575,-0.04844044,0.0640052,0.031779982,-0.13725145,-0.16563702,-0.020917438,0.034939766,0.019085191,0.06236743,0.021248966,-0.014980292,0.041681036,0.05169258,-0.0072947764,0.010457456,-0.07404395,-0.016146032,0.033980764,-0.026558273,-0.092378296,-0.10401188,0.00061059743,-0.027322644,0.031635463,-0.04473251,-0.0013083783,-0.005965583,0.0065800324,-0.004480334,0.0070605427,-0.037529215,-0.025018748,310
-0.0015622005,0.03438195,0.045404643,-0.024229351,-0.08361086,-0.035175942,-0.0460357,-0.007988453,-0.084473304,0.019243456,-0.039784715,-0.050403,0.008094668,0.00058243424,-0.03951001,0.08911451,-0.009080645,0.040929846,0.11511198,0.10517305,-0.021060936,0.023707986,-0.09874401,-1.1559278,-0.079684,0.003600508,0.061497245,0.014097482,0.6165136,0.0022130255,-0.04820749,0.03960601,-0.090011045,-0.04455787,-0.013292543,0.18205369,-0.006923617,0.022299595,0.005546421,-0.025193878,-0.015031882,0.018585838,-0.08857657,0.06199558,-0.023364663,-0.090344675,0.017354794,-0.0683305,0.025053376,0.070682116,0.020254847,0.059886284,-0.016353026,0.067337066,-0.029313663,0.0031883195,0.02213794,0.036641616,-0.037640043,0.0542429,-0.07798227,-0.028115325,0.020286601,0.007521551,311
-0.0015969053,0.025947848,0.070229486,-0.026001405,-0.0454904,0.053084318,-0.11376525,-0.11806527,-0.04189057,0.09331222,0.034555286,-0.0015588626,-0.034196593,-0.029845748,0.062326685,0.1883251,0.10362676,0.1453313,0.2539884,0.115674846,0.04825288,0.15195583,-0.0620381,-2.0039709,-0.12807764,-0.029593907,0.13605396,0.044140026,0.5733913,0.07346182,-0.13295001,-0.100684345,-0.02223187,-0.060064286,0.1185283,0.28607133,0.055700272,-0.051650755,-0.15768588,0.030720122,-0.068331234,0.22295293,-0.07116517,0.2403559,-0.07696439,-0.32526508,0.11998433,-0.1411613,0.0013170859,0.19928396,0.004430376,-0.045028992,0.041797534,0.08722955,-0.037520047,-0.029633837,0.02282039,-0.017780447,-0.07709756,0.05085198,-0.20091785,0.0061822906,-0.055478282,-0.023154687,405
0.010410033,-0.078118235,0.045312494,0.039143804,0.23112023,-0.11502017,-0.21770039,-0.014971025,0.04676734,0.1451608,0.16289261,0.03238167,-0.3894341,0.025179489,0.029891342,0.2312125,0.065970376,-0.39369732,0.1778365,0.12540111,-0.07242177,-0.11934226,-0.786468,1.5052996,0.061140917,-0.13125807,-0.24526225,-0.26735032,0.29635575,-0.18508098,0.06554197,0.0990558,0.05345255,-0.20230785,-0.091282494,0.9740272,-0.08858458,0.034893833,-0.4124151,0.050631277,0.09589974,-0.72325706,0.026273603,-0.34338728,-0.16377053,0.036982924,-0.29457042,0.086189955,-0.25080034,-0.1397101,0.25085217,0.3066898,0.32378554,0.10028922,0.037525237,-0.062642574,0.19180474,-0.11877761,0.25098035,0.04577697,0.0007967707,0.043894835,0.13242766,0.4330937,507
0.0138947815,0.009400902,0.022981763,-0.031342015,-0.07011031,-0.009801943,-0.061914846,-0.029060349,-0.049698286,0.00216268,-0.028132005,-0.055656753,-0.008219205,0.01756467,-0.034584865,0.0799815,-0.003370028,0.006791562,0.09078725,0.10358479,0.017888177,0.042009696,-0.068829395,-1.1058733,-0.06838801,0.025386296,0.057950925,-0.00222015,0.8444599,0.027082646,-0.05128051,0.0016966723,-0.03195072,-0.029731125,-0.0036943322,0.130819,0.021999136,0.0149017945,0.00038275123,-0.010372408,-0.07672171,0.07076666,-0.06616052,0.093178555,-0.03514272,-0.10643908,0.039379925,-0.043771397,0.010252895,0.075682275,0.03747204,0.0020020977,-0.023977153,0.020690985,-0.01776662,0.015611507,0.025991589,0.013918338,-0.015462272,0.046974696,-0.10732468,-0.017493896,0.015134372,-0.016593728,509
0.021471418,-0.082786836,0.024711773,0.037191052,0.26174694,-0.12423989,-0.23307152,-0.02942884,0.0551339,0.15092106,0.16491914,0.030779615,-0.43096983,0.027051318,0.038113505,0.23142153,0.07432531,-0.41663438,0.17591722,0.13094817,-0.08286571,-0.11555484,-0.84426975,1.5351759,0.07338978,-0.1353313,-0.27436194,-0.29802692,0.2973182,-0.18610922,0.080540836,0.13243164,0.049204603,-0.22183794,-0.08710835,1.0294147,-0.11386132,0.05657708,-0.450645,0.05665072,0.11506406,-0.7799059,0.02238592,-0.36353427,-0.1665946,0.034588385,-0.31458595,0.09764592,-0.26089355,-0.12636164,0.25310674,0.330337,0.34991062,0.0998426,0.03807251,-0.05660948,0.21310398,-0.12675518,0.25427333,0.032870673,0.005894771,0.057444908,0.14410192,0.47516003,510
0.0064941123,-0.07385159,0.035868928,0.038159106,0.2528755,-0.116825566,-0.22158776,-0.020120002,0.061823443,0.15499647,0.16649249,0.037091777,-0.40035415,0.026756346,0.030681133,0.22988686,0.070384845,-0.39860702,0.16508478,0.12293233,-0.08047467,-0.116740815,-0.800831,1.5239697,0.0628242,-0.12753034,-0.25502694,-0.2719832,0.28789565,-0.18292832,0.06704074,0.105850145,0.042155877,-0.20187232,-0.08755142,0.9838848,-0.10202519,0.03606645,-0.42354384,0.054301657,0.10056069,-0.73702925,0.034944482,-0.3469835,-0.16856554,0.042411283,-0.29393104,0.08527854,-0.25966418,-0.14419013,0.25068983,0.31476602,0.3342989,0.09679491,0.039758023,-0.057630017,0.19196287,-0.1234384,0.24664226,0.039225973,0.012393003,0.041100807,0.12693718,0.44303885,511
0.012643121,-0.098973736,0.040119976,0.028773788,0.21899134,-0.10051949,-0.19973713,-0.00382182,0.030758807,0.13945854,0.16605428,0.02862288,-0.37372118,0.009185772,0.036913723,0.21739703,0.05944713,-0.3819272,0.1745927,0.117740914,-0.071161084,-0.109111495,-0.76018965,1.4806379,0.0496934,-0.12016184,-0.23454697,-0.27292496,0.30358312,-0.18427563,0.0614631,0.10037173,0.06312905,-0.19436663,-0.08852189,0.9430391,-0.1115969,0.03191421,-0.40141436,0.04926447,0.09421078,-0.7024527,0.030631805,-0.336003,-0.14901423,0.031391773,-0.29527178,0.07932706,-0.23681843,-0.13813214,0.2596983,0.28919294,0.31330526,0.09484714,0.03991927,-0.057862565,0.18044326,-0.12988769,0.2518159,0.056432255,-0.023933666,0.04524509,0.12693802,0.42788416,512
-0.013009831,-0.0059269313,-0.114312634,0.038099412,0.11223446,-0.018177222,0.015521519,-0.005864665,0.069871835,0.059176415,-0.005716799,0.013915606,-0.013413325,0.00029876083,-0.011113182,-0.026155002,0.11031857,0.0130061135,-0.11262441,0.016982988,-0.056073382,0.038428113,-0.04605096,1.877823,-0.089134194,-0.014958538,-0.02820288,-0.022060182,-1.2248291,-0.049987502,-0.04290278,0.03597292,-0.043044463,0.0123456605,0.04425854,0.07024874,-0.25294393,0.028622933,-0.10080851,0.08377198,0.09715202,-0.18745574,0.003563339,0.029064938,0.043644436,0.0126366,-0.08585161,-0.050338056,0.061309807,-0.06415594,-0.012187816,-0.060870998,-0.011460394,-0.057028398,-0.0011919397,-0.04165601,-0.025143202,0.019470323,-0.0397261,-0.026520602,0.025747864,-0.019351743,0.010489337,0.120006725,603
0.078793816,0.110164374,0.030256405,0.04815351,-0.07410844,0.014026303,-0.059965834,-0.06017664,0.008066276,-0.0008097738,-0.03524591,-0.0044347793,0.019726433,0.030447762,-0.023938574,0.019999556,0.029862631,-0.12740566,0.02235119,0.05149509,0.093360186,-0.020264134,-0.117891625,0.97744185,-0.04417166,0.021860532,0.0032448582,-0.010726541,1.8638958,0.03179597,-0.082969934,-0.02968401,0.035740152,-0.093688786,-0.019664459,0.13335821,0.074628964,0.049196474,-0.010394171,0.0155164525,-0.013846695,0.051431566,-0.09698611,-0.029065624,-0.004759878,-0.012314903,0.044699445,-0.052235667,0.049511235,-0.00051202625,-0.03173528,0.006137423,-0.058141246,0.013164967,0.03392606,-0.028307348,0.051330715,0.067026325,-0.051991127,0.03940948,-0.04759241,0.035332926,0.08281626,-0.06214341,619
-0.06810451,-0.013078751,-0.07455021,0.13250571,0.10393358,-0.14433888,0.092664,0.20355268,-0.03611871,-0.28668422,-0.087951094,0.18192704,-0.10647015,-0.26247647,0.051312536,-0.28578472,0.10177322,-0.17380616,-0.6464943,-0.054953784,-0.009891957,0.036681607,0.054672368,-0.73681295,0.36679426,-0.14154267,-0.36423755,-0.14940132,-0.804132,-0.07023526,0.024647828,0.10192664,-0.031672597,0.1773539,-0.030262604,-0.51590246,-0.4995499,0.060963966,0.15307915,-0.17890827,0.20943123,-0.7168327,0.09917977,-0.44995004,0.11170993,0.4113654,-0.06431186,0.16532923,-0.066119134,-0.32623142,0.076470725,-0.03289584,-0.117608726,0.287764,0.0638118,0.10531348,-0.2204141,0.007439825,-0.075608976,-0.058461748,0.4029884,-0.1884655,0.07023362,0.034907196,701
-0.12493951,0.056419775,0.044844627,-0.033566456,-0.083303034,0.15515739,0.107509166,0.01342801,-0.14113419,-0.09620589,-0.1409668,0.0245478,0.09759949,-0.059277657,0.04311034,-0.042778708,0.06393406,0.1140796,-0.034401678,0.0487974,0.095493004,0.052731052,0.18453339,2.50172,-0.0048019197,0.13348565,0.13558142,0.049520954,-0.9593537,0.018122042,-0.106038794,-0.038000483,-0.09625073,-0.010025755,0.10394925,-0.31031293,-0.28066492,-0.024179798,-0.022883624,0.0032310323,0.092798986,0.17711407,-0.041027807,0.14614297,-0.09155613,6.0742255e-05,0.20525736,-0.14971842,0.0026444478,0.14828366,-0.017804302,-0.18080807,-0.20643763,-0.13039552,0.009886092,0.019648768,0.027993858,-0.06854693,-0.13242975,0.041850977,-0.106754914,0.009076484,0.06812614,-0.0036868714,702
0.041469898,0.021486284,0.063187525,0.030793536,-0.004516065,-0.10797668,0.019987002,0.027719475,0.06398004,0.006813921,0.054639377,-0.033987105,-0.110287175,0.005823236,-0.09733865,0.019767322,0.06432064,-0.15288076,-0.19684198,0.017525684,0.033648744,-0.010027565,-0.05955585,0.63849604,0.09730456,0.07964709,-0.044499353,-0.05665498,-2.6192734,0.06001158,-0.017613482,-0.06135695,0.06277682,-0.041416943,-0.01992362,0.034439012,-0.22939527,-0.024130113,-0.071333334,0.024721712,0.035009705,0.19276473,-0.01380947,-0.08782911,-0.016716376,-0.027731782,0.052640878,0.012045193,-0.033017877,-0.043539852,0.0018448345,-0.074735805,-0.08134915,-0.031422734,-0.0045794384,0.023608163,0.021349654,-0.06354137,0.035889745,-0.011008881,-0.02448515,0.03589336,0.07609641,0.049312625,705
-0.025956891,-0.012084814,-0.04298152,0.05559626,0.013903521,0.0069979616,0.09193665,0.06016721,-0.053018324,-0.01611358,0.0013772417,0.023400687,0.02022554,-0.02887408,-0.023203611,-0.08426094,0.020833988,-0.022502806,-0.002469413,0.005022317,-0.03919962,-0.04004118,0.0221828,-0.65119725,-0.00046632998,-0.013864249,-0.072875544,0.014896497,0.24345008,-0.06437927,0.08595145,0.05894546,-0.029553145,0.0373355,0.01075247,-0.053300727,-0.1604622,-0.04931538,-0.06311554,0.0076732715,0.13381979,-0.011899054,0.05756402,-0.060758993,0.09839664,0.1074015,-0.114845276,0.0025431253,0.030057734,-0.05994016,-0.044752046,0.03416615,-0.019733727,-0.0096090585,0.0062499135,-0.030366622,0.026381202,0.024732389,-0.03189873,0.01696261,0.07817354,-0.07962587,0.049462847,0.07244478,706
